Index,Variant,Country,Location code,ISO3 Alpha-code,ISO2 Alpha-code,SDMX code**,Type,Parent code,Year,"Total Population, as of 1 January (thousands)","Total Population, as of 1 July (thousands)","Male Population, as of 1 July (thousands)","Female Population, as of 1 July (thousands)","Population Density, as of 1 July (persons per square km)","Population Sex Ratio, as of 1 July (males per 100 females)","Median Age, as of 1 July (years)","Natural Change, Births minus Deaths (thousands)","Rate of Natural Change (per 1,000 population)",Population Change (thousands),Population Growth Rate (percentage),Population Annual Doubling Time (years),Births (thousands),Births by women aged 15 to 19 (thousands),"Crude Birth Rate (births per 1,000 population)",Total Fertility Rate (live births per woman),Net Reproduction Rate (surviving daughters per woman),Mean Age Childbearing (years),Sex Ratio at Birth (males per 100 female births),Total Deaths (thousands),Male Deaths (thousands),Female Deaths (thousands),"Crude Death Rate (deaths per 1,000 population)","Life Expectancy at Birth, both sexes (years)",Male Life Expectancy at Birth (years),Female Life Expectancy at Birth (years),"Life Expectancy at Age 15, both sexes (years)",Male Life Expectancy at Age 15 (years),Female Life Expectancy at Age 15 (years),"Life Expectancy at Age 65, both sexes (years)",Male Life Expectancy at Age 65 (years),Female Life Expectancy at Age 65 (years),"Life Expectancy at Age 80, both sexes (years)",Male Life Expectancy at Age 80 (years),Female Life Expectancy at Age 80 (years),"Infant Deaths, under age 1 (thousands)","Infant Mortality Rate (infant deaths per 1,000 live births)",Live Births Surviving to Age 1 (thousands),"Under-Five Deaths, under age 5 (thousands)","Under-Five Mortality (deaths under age 5 per 1,000 live births)","Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)","Male Mortality before Age 40 (deaths under age 40 per 1,000 male live births)","Female Mortality before Age 40 (deaths under age 40 per 1,000 female live births)","Mortality before Age 60, both sexes (deaths under age 60 per 1,000 live births)","Male Mortality before Age 60 (deaths under age 60 per 1,000 male live births)","Female Mortality before Age 60 (deaths under age 60 per 1,000 female live births)","Mortality between Age 15 and 50, both sexes (deaths under age 50 per 1,000 alive at age 15)","Male Mortality between Age 15 and 50 (deaths under age 50 per 1,000 males alive at age 15)","Female Mortality between Age 15 and 50 (deaths under age 50 per 1,000 females alive at age 15)","Mortality between Age 15 and 60, both sexes (deaths under age 60 per 1,000 alive at age 15)","Male Mortality between Age 15 and 60 (deaths under age 60 per 1,000 males alive at age 15)","Female Mortality between Age 15 and 60 (deaths under age 60 per 1,000 females alive at age 15)",Net Number of Migrants (thousands),"Net Migration Rate (per 1,000 population)",Projection
1,Vital Statistics,China,,,,,,,2022,1411800.00,1411800.00,,,,,,-850.00,-0.60,,,,9560.00,,6.77,,,,,10410.00,,,7.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
2,Vital Statistics,India,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
3,Vital Statistics,United States of America,,,,,,,2022,333287.56,333287.56,,,,,,394.05,1.18,,,,3667.76,,11.00,,,,,3273.71,,,9.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
4,Vital Statistics,Indonesia,,,,,,,2022,275773.80,275773.80,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
5,Vital Statistics,Pakistan,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
6,Vital Statistics,Brazil,,,,,,,2022,203080.76,203080.76,,,,,,1095.00,5.39,,,,2575.00,,12.68,,,,,1480.00,,,7.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
7,Vital Statistics,Nigeria,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
8,Vital Statistics,Bangladesh,,,,,,,2022,169828.91,169828.91,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
9,Vital Statistics,Russian Federation,,,,,,,2022,146447.00,146447.00,,,,,,-599.62,-4.09,,,,1306.16,,8.92,,,,,1905.78,,,13.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
10,Vital Statistics,Japan,,,,,,,2022,124947.00,124947.00,,,,,,-782.31,-6.26,,,,799.73,,6.40,,,,,1582.03,,,12.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
11,Vital Statistics,Mexico,,,,,,,2022,0.00,0.00,,,,,,1298.54,0.00,,,,2087.10,,0.00,,,,,788.55,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
12,Vital Statistics,Ethiopia,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
13,Vital Statistics,Philippines,,,,,,,2022,111572.25,111572.25,,,,,,775.63,6.95,,,,1455.39,,13.04,,,,,679.77,,,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
14,Vital Statistics,Egypt,,,,,,,2022,104395.00,104395.00,,,,,,1583.80,15.17,,,,2190.49,,20.98,,,,,606.69,,,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
15,Vital Statistics,Viet Nam,,,,,,,2022,99461.70,99461.70,,,,,,905.10,9.10,,,,1511.80,,15.20,,,,,606.70,,,6.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
16,Vital Statistics,Democratic Republic of the Congo,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
17,Vital Statistics,Iran (Islamic Republic of),,,,,,,2022,0.00,0.00,,,,,,679.50,0.00,,,,1075.23,,0.00,,,,,395.73,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
18,Vital Statistics,Türkiye,,,,,,,2022,85279.55,85279.55,,,,,,530.96,6.23,,,,1035.80,,12.15,,,,,504.84,,,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
19,Vital Statistics,Germany,,,,,,,2022,84358.85,84358.85,,,,,,-327.52,-3.88,,,,738.82,,8.76,,,,,1066.34,,,12.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
20,Vital Statistics,Thailand,,,,,,,2022,0.00,0.00,,,,,,-99.77,0.00,,,,485.09,,0.00,,,,,584.85,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
21,Vital Statistics,United Kingdom,,,,,,,2022,67596.30,67596.30,,,,,,15.86,0.23,,,,673.14,,9.96,,,,,657.28,,,9.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
22,Vital Statistics,France,,,,,,,2022,65834.84,65834.84,,,,,,28.13,0.43,,,,686.56,,10.43,,,,,658.43,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
23,Vital Statistics,Italy,,,,,,,2022,58997.20,58997.20,,,,,,-322.08,-5.46,,,,393.00,,6.66,,,,,715.08,,,12.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24,Vital Statistics,United Republic of Tanzania,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25,Vital Statistics,South Africa,,,,,,,2022,62027.50,62027.50,,,,,,248.91,4.01,,,,911.99,,14.70,,,,,663.08,,,10.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
26,Vital Statistics,Myanmar,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
27,Vital Statistics,Republic of Korea,,,,,,,2022,51628.12,51628.12,,,,,,-123.75,-2.40,,,,249.19,,4.83,,,,,372.94,,,7.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
28,Vital Statistics,Kenya,,,,,,,2022,0.00,0.00,,,,,,1008.13,0.00,,,,1221.44,,0.00,,,,,213.31,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29,Vital Statistics,Colombia,,,,,,,2022,51682.69,51682.69,,,,,,284.21,5.50,,,,569.31,,11.02,,,,,285.10,,,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
30,Vital Statistics,Spain,,,,,,,2022,48085.36,48085.36,,,,,,-133.25,-2.77,,,,328.70,,6.84,,,,,461.95,,,9.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
31,Vital Statistics,Argentina,,,,,,,2022,45892.29,45892.29,,,,,,98.18,2.14,,,,495.30,,10.79,,,,,397.12,,,8.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
32,Vital Statistics,Ukraine,,,,,,,2022,35100.00,35100.00,,,,,,-335.71,-9.56,,,,206.03,,5.87,,,,,541.74,,,15.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
33,Vital Statistics,Sudan,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
34,Vital Statistics,Algeria,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
35,Vital Statistics,Uganda,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
36,Vital Statistics,Iraq,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
37,Vital Statistics,Poland,,,,,,,2022,37766.33,37766.33,,,,,,-143.00,-3.79,,,,305.00,,8.08,,,,,448.00,,,11.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
38,Vital Statistics,Canada,,,,,,,2022,38939.06,38939.06,,,,,,17.62,0.45,,,,351.71,,9.03,,,,,334.09,,,8.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
39,Vital Statistics,Afghanistan,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
40,Vital Statistics,Morocco,,,,,,,2022,0.00,0.00,,,,,,684.74,0.00,,,,684.74,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
41,Vital Statistics,Saudi Arabia,,,,,,,2022,32175.22,32175.22,,,,,,360.36,11.20,,,,417.16,,12.97,,,,,56.80,,,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
42,Vital Statistics,Uzbekistan,,,,,,,2022,36024.90,36024.90,,,,,,760.15,21.10,,,,932.22,,25.88,,,,,172.07,,,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
43,Vital Statistics,Malaysia,,,,,,,2022,32698.10,32698.10,,,,,,216.60,6.62,,,,423.12,,12.94,,,,,206.53,,,6.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
44,Vital Statistics,Peru,,,,,,,2022,33396.69,33396.69,,,,,,318.63,9.54,,,,465.42,,13.94,,,,,146.79,,,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
45,Vital Statistics,Angola,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
46,Vital Statistics,Ghana,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
47,Vital Statistics,Yemen,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
48,Vital Statistics,Mozambique,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
49,Vital Statistics,Venezuela (Bolivarian Republic of),,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
50,Vital Statistics,Nepal,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
51,Vital Statistics,Madagascar,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
52,Vital Statistics,Côte d'Ivoire,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
53,Vital Statistics,Dem. People's Republic of Korea,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
54,Vital Statistics,Cameroon,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
55,Vital Statistics,Australia,,,,,,,2022,26268.36,26268.36,,,,,,109.94,4.19,,,,300.68,,11.45,,,,,190.75,,,7.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
56,Vital Statistics,"China, Taiwan Province of China",,,,,,,2022,23264.64,23264.64,,,,,,-68.26,-2.93,,,,138.97,,5.97,,,,,207.23,,,8.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
57,Vital Statistics,Niger,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
58,Vital Statistics,Sri Lanka,,,,,,,2022,22181.00,22181.00,,,,,,95.53,4.31,,,,275.32,,12.41,,,,,179.79,,,8.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
59,Vital Statistics,Burkina Faso,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
60,Vital Statistics,Mali,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
61,Vital Statistics,Syrian Arab Republic,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
62,Vital Statistics,Romania,,,,,,,2022,19052.69,19052.69,,,,,,-103.05,-5.41,,,,168.68,,8.85,,,,,271.73,,,14.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
63,Vital Statistics,Chile,,,,,,,2022,19828.56,19828.56,,,,,,52.35,2.64,,,,189.31,,9.55,,,,,136.96,,,6.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
64,Vital Statistics,Kazakhstan,,,,,,,2022,19634.98,19634.98,,,,,,270.37,13.77,,,,403.89,,20.57,,,,,133.52,,,6.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
65,Vital Statistics,Malawi,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
66,Vital Statistics,Zambia,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
67,Vital Statistics,Netherlands,,,,,,,2022,17811.29,17811.29,,,,,,-2.61,-0.15,,,,167.50,,9.40,,,,,170.11,,,9.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
68,Vital Statistics,Ecuador,,,,,,,2022,16938.99,16938.99,,,,,,160.33,9.47,,,,250.28,,14.78,,,,,89.95,,,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
69,Vital Statistics,Guatemala,,,,,,,2022,17357.89,17357.89,,,,,,250.48,14.43,,,,345.87,,19.93,,,,,95.39,,,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
70,Vital Statistics,Cambodia,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
71,Vital Statistics,Chad,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
72,Vital Statistics,Senegal,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
73,Vital Statistics,Somalia,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
74,Vital Statistics,Zimbabwe,,,,,,,2022,0.00,0.00,,,,,,317.71,0.00,,,,438.78,,0.00,,,,,121.07,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
75,Vital Statistics,Guinea,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
76,Vital Statistics,Rwanda,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
77,Vital Statistics,Benin,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
78,Vital Statistics,Tunisia,,,,,,,2022,11826.90,11826.90,,,,,,69.95,5.91,,,,147.24,,12.45,,,,,77.29,,,6.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
79,Vital Statistics,Burundi,,,,,,,2022,0.00,0.00,,,,,,261.39,0.00,,,,371.73,,0.00,,,,,110.35,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
80,Vital Statistics,Bolivia (Plurinational State of),,,,,,,2022,0.00,0.00,,,,,,147.99,0.00,,,,214.60,,0.00,,,,,66.61,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
81,Vital Statistics,Belgium,,,,,,,2022,11697.56,11697.56,,,,,,-2.79,-0.24,,,,113.59,,9.71,,,,,116.38,,,9.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
82,Vital Statistics,Cuba,,,,,,,2022,11089.51,11089.51,,,,,,-24.70,-2.23,,,,95.40,,8.60,,,,,120.10,,,10.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
83,Vital Statistics,Haiti,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
84,Vital Statistics,Dominican Republic,,,,,,,2022,10621.94,10621.94,,,,,,116.84,11.00,,,,161.07,,15.16,,,,,44.23,,,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
85,Vital Statistics,Greece,,,,,,,2022,10413.98,10413.98,,,,,,-64.26,-6.17,,,,76.54,,7.35,,,,,140.80,,,13.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
86,Vital Statistics,Jordan,,,,,,,2022,11302.00,11302.00,,,,,,161.44,14.28,,,,192.27,,17.01,,,,,30.82,,,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
87,Vital Statistics,Czechia,,,,,,,2022,10878.04,10878.04,,,,,,-20.37,-1.87,,,,99.83,,9.18,,,,,120.21,,,11.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
88,Vital Statistics,South Sudan,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
89,Vital Statistics,Portugal,,,,,,,2022,10467.34,10467.34,,,,,,-40.90,-3.91,,,,83.99,,8.02,,,,,124.89,,,11.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
90,Vital Statistics,Sweden,,,,,,,2022,10521.56,10521.56,,,,,,10.00,0.95,,,,104.73,,9.95,,,,,94.74,,,9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
91,Vital Statistics,Azerbaijan,,,,,,,2022,10095.20,10095.20,,,,,,62.04,6.15,,,,122.85,,12.17,,,,,60.81,,,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
92,Vital Statistics,Honduras,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
93,Vital Statistics,Hungary,,,,,,,2022,9597.00,9597.00,,,,,,-43.54,-4.54,,,,87.38,,9.11,,,,,130.92,,,13.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
94,Vital Statistics,Belarus,,,,,,,2022,9200.62,9200.62,,,,,,-54.91,-5.97,,,,73.91,,8.03,,,,,128.81,,,14.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
95,Vital Statistics,Papua New Guinea,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
96,Vital Statistics,Tajikistan,,,,,,,2022,9952.79,9952.79,,,,,,199.55,20.05,,,,230.65,,23.17,,,,,31.10,,,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
97,Vital Statistics,United Arab Emirates,,,,,,,2022,0.00,0.00,,,,,,84.87,0.00,,,,96.63,,0.00,,,,,11.76,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
98,Vital Statistics,Austria,,,,,,,2022,9104.77,9104.77,,,,,,-10.71,-1.18,,,,82.63,,9.08,,,,,93.33,,,10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
99,Vital Statistics,Switzerland,,,,,,,2022,8815.39,8815.39,,,,,,7.95,0.90,,,,82.37,,9.34,,,,,74.43,,,8.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
100,Vital Statistics,Israel,,,,,,,2022,9661.40,9661.40,,,,,,129.16,13.37,,,,181.19,,18.75,,,,,52.03,,,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
101,Vital Statistics,Togo,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
102,Vital Statistics,Sierra Leone,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
103,Vital Statistics,"China, Hong Kong SAR",,,,,,,2022,7470.00,7470.00,,,,,,-31.20,-4.18,,,,32.50,,4.35,,,,,63.70,,,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
104,Vital Statistics,Serbia,,,,,,,2022,6664.45,6664.45,,,,,,-46.50,-6.98,,,,62.70,,9.41,,,,,109.20,,,16.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
105,Vital Statistics,Lao People's Democratic Republic,,,,,,,2022,7443.00,7443.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
106,Vital Statistics,Bulgaria,,,,,,,2022,6447.71,6447.71,,,,,,-63.57,-9.86,,,,53.70,,8.33,,,,,117.27,,,18.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
107,Vital Statistics,Nicaragua,,,,,,,2022,0.00,0.00,,,,,,91.87,0.00,,,,118.12,,0.00,,,,,26.25,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
108,Vital Statistics,Libya,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
109,Vital Statistics,Paraguay,,,,,,,2022,6109.64,6109.64,,,,,,73.64,12.05,,,,111.99,,18.33,,,,,38.36,,,6.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
110,Vital Statistics,El Salvador,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
111,Vital Statistics,Kyrgyzstan,,,,,,,2022,7037.59,7037.59,,,,,,118.82,16.88,,,,150.23,,21.35,,,,,31.40,,,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
112,Vital Statistics,Turkmenistan,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
113,Vital Statistics,Lebanon,,,,,,,2022,3989.00,3989.00,,,,,,50.55,12.67,,,,80.62,,20.21,,,,,30.06,,,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
114,Vital Statistics,Singapore,,,,,,,2022,5637.02,5637.02,,,,,,8.71,1.55,,,,35.61,,6.32,,,,,26.89,,,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
115,Vital Statistics,Denmark,,,,,,,2022,5932.65,5932.65,,,,,,-1.01,-0.17,,,,58.43,,9.85,,,,,59.44,,,10.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
116,Vital Statistics,Finland,,,,,,,2022,5563.97,5563.97,,,,,,-17.95,-3.23,,,,44.93,,8.08,,,,,62.89,,,11.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
